NSets,,3,3,5,5,10,10,15,15,20,20
,,Peleg,Carr et al.,Peleg,Carr et al.,Peleg,Carr et al.,Peleg,Carr et al.,Peleg,Carr et al.
NElem,NScenarios,,,,,,,,,,
10,5,241.2876190476191,6.167905692361982e-14,119.3251461988306,18.021045065378484,49.22647110179857,44.117156862745155,31.96969696969702,80.27400404040404,46.02420869565221,108.75017142857138
10,10,238.2650793650794,-8.52688032306545e-14,100.01852813852803,10.353482574536507,17.97190517998228,42.598344772313695,25.26456494325334,37.42804816497204,25.14150943396209,53.84563294922469
10,20,222.02514222063107,-1.3598987441602383e-13,163.46873191441804,0.06410256410241191,19.735408749427396,26.78123244608185,11.604084855784398,44.28449686163466,17.974593713918242,65.58554606278982
10,40,164.30363702527873,6.167980750538948e-13,206.97555024363342,5.73288656042661e-13,17.853547904656278,31.747898339128014,10.851170321026284,58.30111130854215,11.753827231141566,62.54741853276926
