,,,,,0,1,2
Extensive,133,10,10,10,6.299999999999999,5.999999999999999,0.031000137329101562
Peleg,133,10,10,10,6.299999999999994,0.0,0.003510713577270508
Carr,133,10,10,10,6.299999999999994,0.0,0.4111144542694092
Extensive,134,10,10,20,7.603200000000002,7.2563999999999895,0.03299999237060547
Peleg,134,10,10,20,8.399999999999984,0.0,0.006997346878051758
Carr,134,10,10,20,7.603199999999982,0.0,3.585230588912964
Extensive,135,10,10,40,6.3941500000000016,6.17035666666666,0.057000160217285156
Peleg,135,10,10,40,8.204433333333377,0.0,0.024008512496948242
Carr,135,10,10,40,6.394150000000022,0.0,47.23733973503113
Extensive,136,10,10,5,5.6,5.6,0.026999950408935547
Peleg,136,10,10,5,7.381333333333336,0.0,0.0009996891021728516
Carr,136,10,10,5,5.600000000000002,0.0,0.053507328033447266
Extensive,137,10,10,10,6.852,6.717333333333333,0.03500008583068848
Peleg,137,10,10,10,7.43466666666666,0.0,0.002008676528930664
Carr,137,10,10,10,12.269333333333314,0.0,0.19702768325805664
Extensive,138,10,10,20,7.700000000000002,7.3999999999999995,0.03699994087219238
Peleg,138,10,10,20,7.79999999999998,0.0,0.008999347686767578
Carr,138,10,10,20,8.55319999999999,0.0,5.298420667648315
Extensive,139,10,10,40,7.723583333333337,7.35,0.07399988174438477
Peleg,139,10,10,40,8.200000000000049,0.0,0.025999784469604492
Carr,139,10,10,40,8.994150000000051,0.0,56.54030156135559
Extensive,140,10,10,5,3.4000000000000004,3.4000000000000004,0.016000032424926758
Peleg,140,10,10,5,3.400000000000001,0.0,0.0009992122650146484
Carr,140,10,10,5,4.890666666666669,0.0,0.03000044822692871
Extensive,141,10,10,10,6.200000000000001,5.9,0.029000043869018555
Peleg,141,10,10,10,10.855999999999998,0.0,0.002998828887939453
Carr,141,10,10,10,6.199999999999994,0.0,0.2861180305480957
Extensive,142,10,10,20,6.606400000000001,6.499999999999997,0.039999961853027344
Peleg,142,10,10,20,6.625599999999994,0.0,0.005999326705932617
Carr,142,10,10,20,6.606399999999986,0.0,2.9652936458587646
Extensive,143,10,10,40,7.525000000000005,7.224999999999995,0.05900001525878906
Peleg,143,10,10,40,7.66915000000004,0.0,0.03700828552246094
Carr,143,10,10,40,7.9647166666667095,0.0,88.24266648292542
Extensive,144,10,10,5,6.781333333333333,6.781333333333333,0.023999929428100586
Peleg,144,10,10,5,6.890666666666669,0.0,0.0020003318786621094
Carr,144,10,10,5,6.781333333333336,0.0,0.052516937255859375
Extensive,145,10,10,10,5.052,4.8,0.02200007438659668
Peleg,145,10,10,10,5.0520000000000005,0.0,0.0019996166229248047
Carr,145,10,10,10,5.051999999999999,0.0,0.20101618766784668
Extensive,146,10,10,20,7.903200000000002,7.59999999999999,0.053999900817871094
Peleg,146,10,10,20,8.14999999999998,0.0,0.003999948501586914
Carr,146,10,10,20,9.103199999999989,0.0,3.091768980026245
Extensive,147,10,10,40,6.498583333333335,6.498583333333334,0.04800009727478027
Peleg,147,10,10,40,6.804433333333357,0.0,0.01599907875061035
Carr,147,10,10,40,6.49858333333335,0.0,27.441091060638428
Extensive,148,10,10,5,5.0906666666666665,5.000000000000001,0.023999929428100586
Peleg,148,10,10,5,8.09066666666667,0.0,0.0010013580322265625
Carr,148,10,10,5,6.581333333333335,0.0,0.03800010681152344
Extensive,149,10,10,10,5.5,5.499999999999998,0.019999980926513672
Peleg,149,10,10,10,6.299999999999994,0.0,0.0019998550415039062
Carr,149,10,10,10,5.4999999999999964,0.0,0.2690424919128418
Extensive,150,10,10,20,6.7596,6.499999999999997,0.04500007629394531
Peleg,150,10,10,20,7.253199999999984,0.0,0.006999015808105469
Carr,150,10,10,20,6.7595999999999865,0.0,2.113180160522461
Extensive,151,10,10,40,7.725000000000004,7.350000000000026,0.07299995422363281
Peleg,151,10,10,40,8.139716666666711,0.0,0.03611254692077637
Carr,151,10,10,40,9.982450000000057,0.0,62.91569495201111
Extensive,152,10,10,5,5.4,5.181333333333335,0.023000001907348633
Peleg,152,10,10,5,8.000000000000004,0.0,0.0019998550415039062
Carr,152,10,10,5,6.890666666666669,0.0,0.03400087356567383
Extensive,153,10,10,10,3.134666666666667,3.134666666666667,0.021000146865844727
Peleg,153,10,10,10,3.1346666666666674,0.0,0.0010123252868652344
Carr,153,10,10,10,3.1346666666666674,0.0,0.15052175521850586
Extensive,154,10,10,20,7.700000000000002,7.4999999999999885,0.10199999809265137
Peleg,154,10,10,20,8.199999999999982,0.0,0.007001399993896484
Carr,154,10,10,20,12.125600000000027,0.0,2.479628086090088
Extensive,155,10,10,40,7.369150000000003,7.304433333333346,0.06000018119812012
Peleg,155,10,10,40,7.714716666666706,0.0,0.03418731689453125
Carr,155,10,10,40,7.369150000000036,0.0,72.40932488441467
Extensive,156,10,10,5,7.0,6.8000000000000025,0.02500009536743164
Peleg,156,10,10,5,7.0000000000000036,0.0,0.0009987354278564453
Carr,156,10,10,5,10.581333333333326,0.0,0.0610051155090332
Extensive,157,10,10,10,6.6000000000000005,6.599999999999997,0.025999784469604492
Peleg,157,10,10,10,6.817333333333325,0.0,0.00400090217590332
Carr,157,10,10,10,6.5999999999999925,0.0,0.3172323703765869
Extensive,158,10,10,20,7.350000000000002,7.249999999999997,0.03900003433227539
Peleg,158,10,10,20,7.599999999999981,0.0,0.009006977081298828
Carr,158,10,10,20,7.349999999999982,0.0,5.174556732177734
Extensive,159,10,10,40,7.425000000000003,7.250000000000016,0.06099987030029297
Peleg,159,10,10,40,7.6794333333333755,0.0,0.03800082206726074
Carr,159,10,10,40,9.353016666666717,0.0,79.95877242088318
Extensive,160,10,10,5,6.0,6.0,0.03399991989135742
Peleg,160,10,10,5,6.400000000000003,0.0,0.003000020980834961
Carr,160,10,10,5,6.800000000000003,0.0,0.0765225887298584
Extensive,161,10,10,10,6.969333333333333,6.7,0.02499985694885254
Peleg,161,10,10,10,7.599999999999989,0.0,0.003000497817993164
Carr,161,10,10,10,10.434666666666649,0.0,0.23204398155212402
Extensive,162,10,10,20,7.0500000000000025,6.699999999999998,0.034999847412109375
Peleg,162,10,10,20,7.299999999999982,0.0,0.014000177383422852
Carr,162,10,10,20,8.759599999999992,0.0,7.722708702087402
Extensive,163,10,10,40,8.014716666666668,7.669150000000014,0.0820000171661377
Peleg,163,10,10,40,8.80886666666672,0.0,0.022999048233032227
Carr,163,10,10,40,10.1677333333334,0.0,51.17186617851257
Extensive,164,10,10,5,5.0,5.0,0.01900005340576172
Peleg,164,10,10,5,7.400000000000004,0.0,0.0010008811950683594
Carr,164,10,10,5,5.000000000000002,0.0,0.06751465797424316
Extensive,165,10,10,10,7.1,6.8,0.032000064849853516
Peleg,165,10,10,10,7.099999999999991,0.0,0.002996683120727539
Carr,165,10,10,10,7.799999999999988,0.0,0.4841897487640381
Extensive,166,10,10,20,7.300000000000002,7.049999999999993,0.05500006675720215
Peleg,166,10,10,20,8.662799999999988,0.0,0.010002374649047852
Carr,166,10,10,20,8.80639999999999,0.0,3.820891857147217
Extensive,167,10,10,40,7.06471666666667,6.719150000000024,0.06999993324279785
Peleg,167,10,10,40,7.317733333333358,0.0,0.025518178939819336
Carr,167,10,10,40,7.0647166666667,0.0,46.853739976882935
Extensive,168,10,10,5,7.0,6.669333333333333,0.02200007438659668
Peleg,168,10,10,5,8.200000000000003,0.0,0.0009992122650146484
Carr,168,10,10,5,7.0000000000000036,0.0,0.039519309997558594
Extensive,169,10,10,10,6.6,6.3,0.03299999237060547
Peleg,169,10,10,10,7.599999999999989,0.0,0.0030007362365722656
Carr,169,10,10,10,6.5999999999999925,0.0,0.39045047760009766
Extensive,170,10,10,20,6.562799999999999,6.4532,0.04200005531311035
Peleg,170,10,10,20,6.562799999999988,0.0,0.0060002803802490234
Carr,170,10,10,20,6.56279999999999,0.0,2.6632096767425537
Extensive,171,10,10,40,7.475000000000004,7.104433333333355,0.10500001907348633
Peleg,171,10,10,40,7.919150000000041,0.0,0.04501533508300781
Carr,171,10,10,40,8.963300000000041,0.0,72.03125095367432
Extensive,172,10,10,5,5.4,5.4,0.02200007438659668
Peleg,172,10,10,5,5.8000000000000025,0.0,0.001001596450805664
Carr,172,10,10,5,5.400000000000002,0.0,0.05199694633483887
Extensive,173,10,10,10,7.2173333333333325,7.050666666666666,0.024000167846679688
Peleg,173,10,10,10,7.217333333333327,0.0,0.0029985904693603516
Carr,173,10,10,10,10.234666666666653,0.0,0.32355737686157227
Extensive,174,10,10,20,6.750000000000002,6.749999999999999,0.029999971389770508
Peleg,174,10,10,20,7.653199999999981,0.0,0.007004976272583008
Carr,174,10,10,20,6.749999999999984,0.0,3.3930654525756836
Extensive,175,10,10,40,7.075000000000003,6.757358333333339,0.05299997329711914
Peleg,175,10,10,40,8.542733333333375,0.0,0.04750514030456543
Carr,175,10,10,40,7.075000000000033,0.0,91.16036248207092
Extensive,176,10,10,5,6.6000000000000005,6.400000000000002,0.029000043869018555
Peleg,176,10,10,5,6.600000000000003,0.0,0.00099945068359375
Carr,176,10,10,5,7.800000000000004,0.0,0.06800079345703125
Extensive,177,10,10,10,5.699999999999999,5.699999999999999,0.02500009536743164
Peleg,177,10,10,10,5.969333333333331,0.0,0.002000570297241211
Carr,177,10,10,10,5.699999999999996,0.0,0.2197260856628418
Extensive,178,10,10,20,7.450000000000001,7.099999999999996,0.039999961853027344
Peleg,178,10,10,20,7.499999999999981,0.0,0.00800013542175293
Carr,178,10,10,20,7.4499999999999815,0.0,4.692999601364136
Extensive,179,10,10,40,7.804433333333338,7.429433333333356,0.054000139236450195
Peleg,179,10,10,40,8.578016666666718,0.0,0.02900552749633789
Carr,179,10,10,40,9.058866666666717,0.0,59.53551626205444
Extensive,180,10,15,5,2.4000000000000004,2.4000000000000004,0.021000146865844727
Peleg,180,10,15,5,3.400000000000001,0.0,0.0010001659393310547
Carr,180,10,15,5,4.204088888888891,0.0,0.04551196098327637
Extensive,181,10,15,10,6.699999999999999,6.4,0.051000118255615234
Peleg,181,10,15,10,7.099999999999991,0.0,0.003000497817993164
Carr,181,10,15,10,9.633777777777759,0.0,0.3217742443084717
Extensive,182,10,15,20,6.400000000000001,6.199999999999989,0.09499979019165039
Peleg,182,10,15,20,6.849999999999984,0.0,0.00899958610534668
Carr,182,10,15,20,8.489111111111091,0.0,4.397542953491211
Extensive,183,10,15,40,7.318577777777781,7.043750000000022,0.20399999618530273
Peleg,183,10,15,40,8.150000000000048,0.0,0.03800225257873535
Carr,183,10,15,40,10.8057333333334,0.0,90.92888903617859
Extensive,184,10,15,5,4.800000000000001,4.800000000000001,0.03400015830993652
Peleg,184,10,15,5,5.600000000000002,0.0,0.002503633499145508
Carr,184,10,15,5,7.404088888888892,0.0,0.15251708030700684
Extensive,185,10,15,10,7.199999999999999,6.899999999999996,0.057000160217285156
Peleg,185,10,15,10,7.19999999999999,0.0,0.0040013790130615234
Carr,185,10,15,10,9.133777777777764,0.0,0.5375771522521973
Extensive,186,10,15,20,7.450000000000001,7.199999999999986,0.09299993515014648
Peleg,186,10,15,20,7.84999999999998,0.0,0.013510465621948242
Carr,186,10,15,20,7.89999999999998,0.0,6.7984559535980225
Extensive,187,10,15,40,7.692144444444447,7.605733333333378,0.4090001583099365
Peleg,187,10,15,40,7.884288888888931,0.0,0.036533355712890625
Carr,187,10,15,40,12.091455555555626,0.0,53.981295108795166
Extensive,188,10,15,5,3.8000000000000003,3.8000000000000003,0.021999835968017578
Peleg,188,10,15,5,3.800000000000001,0.0,0.0019998550415039062
Carr,188,10,15,5,5.6040888888888905,0.0,0.058000802993774414
Extensive,189,10,15,10,6.4337777777777765,6.299999999999998,0.03699994087219238
Peleg,189,10,15,10,6.433777777777774,0.0,0.00299835205078125
Carr,189,10,15,10,6.433777777777774,0.0,0.47962331771850586
Extensive,190,10,15,20,7.100000000000002,6.899999999999986,0.07899999618530273
Peleg,190,10,15,20,7.249999999999982,0.0,0.013999462127685547
Carr,190,10,15,20,8.839111111111105,0.0,7.628402233123779
Extensive,191,10,15,40,7.401433333333337,7.123566666666699,0.1399998664855957
Peleg,191,10,15,40,7.925000000000045,0.0,0.039006710052490234
Carr,191,10,15,40,11.507166666666734,0.0,83.74990892410278
Extensive,192,10,15,5,3.8000000000000007,3.8000000000000003,0.01900005340576172
Peleg,192,10,15,5,3.800000000000001,0.0,0.002003192901611328
Carr,192,10,15,5,7.604088888888893,0.0,0.03500771522521973
Extensive,193,10,15,10,6.033777777777777,5.766222222222211,0.04900002479553223
Peleg,193,10,15,10,6.367555555555552,0.0,0.0029973983764648438
Carr,193,10,15,10,6.033777777777772,0.0,0.25057244300842285
Extensive,194,10,15,20,7.000000000000001,6.699999999999989,0.17400002479553223
Peleg,194,10,15,20,7.722777777777764,0.0,0.011000394821166992
Carr,194,10,15,20,8.544555555555544,0.0,5.907662630081177
Extensive,195,10,15,40,6.9914555555555555,6.723566666666698,0.16499996185302734
Peleg,195,10,15,40,8.115022222222253,0.0,0.028006792068481445
Carr,195,10,15,40,6.991455555555567,0.0,48.202035665512085
Extensive,196,10,15,5,6.3999999999999995,6.100000000000002,0.03399991989135742
Peleg,196,10,15,5,7.600000000000004,0.0,0.002002239227294922
Carr,196,10,15,5,7.600000000000004,0.0,0.08000397682189941
Extensive,197,10,15,10,7.099999999999999,6.799999999999994,0.04699993133544922
Peleg,197,10,15,10,8.133777777777768,0.0,0.0029990673065185547
Carr,197,10,15,10,7.099999999999991,0.0,0.46331238746643066
Extensive,198,10,15,20,7.400000000000002,7.2363888888888726,0.14400005340576172
Peleg,198,10,15,20,7.99999999999998,0.0,0.010998010635375977
Carr,198,10,15,20,9.289111111111112,0.0,6.015516519546509
Extensive,199,10,15,40,7.3750000000000036,7.009288888888924,0.1940000057220459
Peleg,199,10,15,40,7.9500000000000455,0.0,0.03852534294128418
Carr,199,10,15,40,8.851433333333386,0.0,80.85526847839355
Extensive,200,10,15,5,2.4000000000000004,2.4000000000000004,0.023999929428100586
Peleg,200,10,15,5,2.4,0.0,0.0009999275207519531
Carr,200,10,15,5,4.204088888888891,0.0,0.04012751579284668
Extensive,201,10,15,10,6.0,5.750666666666667,0.029999971389770508
Peleg,201,10,15,10,6.399999999999993,0.0,0.004008054733276367
Carr,201,10,15,10,8.099999999999987,0.0,0.61806321144104
Extensive,202,10,15,20,6.750000000000001,6.633666666666666,0.08999991416931152
Peleg,202,10,15,20,7.699999999999981,0.0,0.009999990463256836
Carr,202,10,15,20,9.039111111111106,0.0,7.466410160064697
Extensive,203,10,15,40,6.687155555555558,6.410722222222253,0.19299983978271484
Peleg,203,10,15,40,6.982166666666687,0.0,0.027007579803466797
Carr,203,10,15,40,12.366455555555637,0.0,36.19441890716553
Extensive,204,10,15,5,6.0,5.8000000000000025,0.029999971389770508
Peleg,204,10,15,5,6.000000000000003,0.0,0.0009999275207519531
Carr,204,10,15,5,9.804088888888886,0.0,0.0690009593963623
Extensive,205,10,15,10,6.499999999999999,6.19999999999999,0.04800009727478027
Peleg,205,10,15,10,8.199999999999987,0.0,0.002999544143676758
Carr,205,10,15,10,6.499999999999993,0.0,0.3640596866607666
Extensive,206,10,15,20,7.044555555555557,6.859740740740726,0.1399998664855957
Peleg,206,10,15,20,7.84999999999998,0.0,0.007000923156738281
Carr,206,10,15,20,9.639111111111117,0.0,2.925330877304077
Extensive,207,10,15,40,7.351433333333336,7.137155555555607,0.3229999542236328
Peleg,207,10,15,40,7.525000000000039,0.0,0.03151440620422363
Carr,207,10,15,40,10.279300000000063,0.0,77.32556748390198
Extensive,208,10,15,5,5.2,5.000000000000002,0.029000043869018555
Peleg,208,10,15,5,6.400000000000003,0.0,0.0010004043579101562
Carr,208,10,15,5,7.004088888888891,0.0,0.08709168434143066
Extensive,209,10,15,10,6.8999999999999995,6.599999999999994,0.06499981880187988
Peleg,209,10,15,10,7.033777777777772,0.0,0.002998828887939453
Carr,209,10,15,10,9.433777777777763,0.0,0.3432035446166992
Extensive,210,10,15,20,6.939111111111111,6.599999999999995,0.08000016212463379
Peleg,210,10,15,20,7.299999999999982,0.0,0.010008573532104492
Carr,210,10,15,20,6.939111111111098,0.0,4.884475946426392
Extensive,211,10,15,40,7.609288888888892,7.410722222222265,0.29000020027160645
Peleg,211,10,15,40,7.692144444444486,0.0,0.038001298904418945
Carr,211,10,15,40,10.805733333333402,0.0,91.61664080619812
Extensive,212,10,15,5,5.6000000000000005,5.6000000000000005,0.06699991226196289
Peleg,212,10,15,5,6.400000000000003,0.0,0.0009992122650146484
Carr,212,10,15,5,6.800000000000003,0.0,0.11025285720825195
Extensive,213,10,15,10,7.1,6.799999999999992,0.06400012969970703
Peleg,213,10,15,10,7.699999999999989,0.0,0.003998756408691406
Carr,213,10,15,10,7.999999999999988,0.0,0.5757403373718262
Extensive,214,10,15,20,7.250000000000001,6.975,0.11500000953674316
Peleg,214,10,15,20,7.178222222222211,0.0,0.010000944137573242
Carr,214,10,15,20,10.722777777777786,0.0,6.140065431594849
Extensive,215,10,15,40,7.535722222222225,7.175000000000041,0.17200016975402832
Peleg,215,10,15,40,8.100000000000048,0.0,0.03800606727600098
Carr,215,10,15,40,10.66358888888895,0.0,73.46092176437378
Extensive,216,10,15,5,6.0,5.700000000000001,0.029999971389770508
Peleg,216,10,15,5,7.200000000000004,0.0,0.0019876956939697266
Carr,216,10,15,5,9.604088888888894,0.0,0.07552075386047363
Extensive,217,10,15,10,6.8999999999999995,6.599999999999995,0.03800010681152344
Peleg,217,10,15,10,6.999999999999991,0.0,0.0030045509338378906
Carr,217,10,15,10,8.399999999999986,0.0,0.373565673828125
Extensive,218,10,15,20,6.900000000000001,6.605444444444439,0.1380000114440918
Peleg,218,10,15,20,7.444555555555539,0.0,0.01600027084350586
Carr,218,10,15,20,7.249999999999982,0.0,12.322144508361816
Extensive,219,10,15,40,7.3750000000000036,7.245011111111149,0.32200002670288086
Peleg,219,10,15,40,7.875000000000044,0.0,0.03850388526916504
Carr,219,10,15,40,10.972877777777846,0.0,85.18536496162415
Extensive,220,10,15,5,4.800000000000001,4.800000000000001,0.02499985694885254
Peleg,220,10,15,5,4.800000000000002,0.0,0.0009925365447998047
Carr,220,10,15,5,6.604088888888891,0.0,0.056003570556640625
Extensive,221,10,15,10,6.5,6.1999999999999975,0.0840001106262207
Peleg,221,10,15,10,7.799999999999988,0.0,0.004003047943115234
Carr,221,10,15,10,7.599999999999989,0.0,0.5321013927459717
Extensive,222,10,15,20,7.350000000000002,6.99999999999999,0.12000012397766113
Peleg,222,10,15,20,7.549999999999981,0.0,0.01299905776977539
Carr,222,10,15,20,7.7499999999999805,0.0,9.625913619995117
Extensive,223,10,15,40,7.292144444444448,6.9514333333333695,0.27499985694885254
Peleg,223,10,15,40,8.100000000000048,0.0,0.03400897979736328
Carr,223,10,15,40,10.955733333333399,0.0,69.43770217895508
Extensive,224,10,15,5,6.0,5.8000000000000025,0.03600001335144043
Peleg,224,10,15,5,6.800000000000003,0.0,0.0020020008087158203
Carr,224,10,15,5,8.80408888888889,0.0,0.11052608489990234
Extensive,225,10,15,10,6.433777777777777,6.4337777777777765,0.04900002479553223
Peleg,225,10,15,10,6.5999999999999925,0.0,0.004000425338745117
Carr,225,10,15,10,6.43377777777777,0.0,0.5621707439422607
Extensive,226,10,15,20,6.850000000000002,6.850000000000001,0.16000008583068848
Peleg,226,10,15,20,7.599999999999981,0.0,0.012999534606933594
Carr,226,10,15,20,8.294555555555538,0.0,7.910913705825806
Extensive,227,10,15,40,7.475000000000004,7.364277777777817,0.312999963760376
Peleg,227,10,15,40,8.125000000000048,0.0,0.03150796890258789
Carr,227,10,15,40,9.845011111111173,0.0,73.87255573272705
Extensive,228,10,15,5,6.0,5.800000000000001,0.03600001335144043
Peleg,228,10,15,5,7.600000000000004,0.0,0.001999378204345703
Carr,228,10,15,5,10.204088888888885,0.0,0.052510976791381836
Extensive,229,10,15,10,6.199999999999999,5.899999999999994,0.08300018310546875
Peleg,229,10,15,10,6.999999999999991,0.0,0.004999399185180664
Carr,229,10,15,10,7.19999999999999,0.0,0.8942544460296631
Extensive,230,10,15,20,6.589111111111111,6.449999999999989,0.15199995040893555
Peleg,230,10,15,20,7.049999999999983,0.0,0.018435955047607422
Carr,230,10,15,20,8.439111111111098,0.0,8.300474166870117
Extensive,231,10,15,40,7.3750000000000036,7.208581481481524,0.2990000247955322
Peleg,231,10,15,40,7.651433333333377,0.0,0.04150819778442383
Carr,231,10,15,40,8.551433333333382,0.0,118.40036153793335
Extensive,232,10,15,5,6.000000000000002,6.0,0.03500008583068848
Peleg,232,10,15,5,7.200000000000004,0.0,0.0010004043579101562
Carr,232,10,15,5,7.804088888888892,0.0,0.07100391387939453
Extensive,233,10,15,10,6.899999999999999,6.699999999999992,0.05200004577636719
Peleg,233,10,15,10,8.099999999999987,0.0,0.003000497817993164
Carr,233,10,15,10,10.36755555555554,0.0,0.39833950996398926
Extensive,234,10,15,20,6.550000000000001,6.255444444444435,0.04999995231628418
Peleg,234,10,15,20,6.549999999999985,0.0,0.008000850677490234
Carr,234,10,15,20,6.549999999999985,0.0,5.006392002105713
Extensive,235,10,15,40,6.946444444444447,6.725000000000001,0.16100001335144043
Peleg,235,10,15,40,6.946444444444464,0.0,0.023507118225097656
Carr,235,10,15,40,6.946444444444464,0.0,50.62640976905823
Extensive,236,10,15,5,2.2000000000000006,2.2000000000000006,0.020999908447265625
Peleg,236,10,15,5,2.1999999999999997,0.0,0.0010023117065429688
Carr,236,10,15,5,4.00408888888889,0.0,0.031517982482910156
Extensive,237,10,15,10,6.933777777777777,6.599999999999995,0.06200003623962402
Peleg,237,10,15,10,6.967555555555549,0.0,0.0049970149993896484
Carr,237,10,15,10,9.033777777777765,0.0,0.5186059474945068
Extensive,238,10,15,20,6.950000000000002,6.899999999999985,0.13199996948242188
Peleg,238,10,15,20,7.349999999999982,0.0,0.014512062072753906
Carr,238,10,15,20,8.589111111111102,0.0,9.485596418380737
Extensive,239,10,15,40,7.801433333333338,7.5657111111111535,0.18400001525878906
Peleg,239,10,15,40,8.234288888888935,0.0,0.027004718780517578
Carr,239,10,15,40,11.1557333333334,0.0,63.97654438018799
Extensive,240,10,20,5,5.0,5.0,0.026999950408935547
Peleg,240,10,20,5,5.000000000000002,0.0,0.001999378204345703
Carr,240,10,20,5,6.891200000000002,0.0,0.10050845146179199
Extensive,241,10,20,10,6.699999999999999,6.699999999999991,0.08299994468688965
Peleg,241,10,20,10,6.699999999999992,0.0,0.003999233245849609
Carr,241,10,20,10,10.17533333333332,0.0,0.6581301689147949
Extensive,242,10,20,20,6.84405,6.576199999999986,0.2539999485015869
Peleg,242,10,20,20,7.149999999999983,0.0,0.010999917984008789
Carr,242,10,20,20,9.2881,0.0,5.5160768032073975
Extensive,243,10,20,40,7.194725000000002,6.842756250000048,0.5369999408721924
Peleg,243,10,20,40,7.750000000000043,0.0,0.037537574768066406
Carr,243,10,20,40,10.92366250000006,0.0,111.40488076210022
Extensive,244,10,20,5,5.0,4.8,0.03099989891052246
Peleg,244,10,20,5,7.291200000000002,0.0,0.0019931793212890625
Carr,244,10,20,5,10.291199999999995,0.0,0.04500174522399902
Extensive,245,10,20,10,6.1,5.799999999999995,0.08500003814697266
Peleg,245,10,20,10,6.699999999999992,0.0,0.0070002079010009766
Carr,245,10,20,10,7.637666666666659,0.0,1.8004379272460938
Extensive,246,10,20,20,6.8000000000000025,6.600799999999986,0.1510000228881836
Peleg,246,10,20,20,6.799999999999984,0.0,0.01901555061340332
Carr,246,10,20,20,7.994049999999981,0.0,13.344545841217041
Extensive,247,10,20,40,7.025000000000004,6.888150000000012,0.41900014877319336
Peleg,247,10,20,40,7.910512500000033,0.0,0.03800034523010254
Carr,247,10,20,40,9.894725000000067,0.0,88.08591532707214
Extensive,248,10,20,5,4.800000000000001,4.800000000000001,0.03299999237060547
Peleg,248,10,20,5,4.982400000000001,0.0,0.0009920597076416016
Carr,248,10,20,5,6.691200000000002,0.0,0.06727290153503418
Extensive,249,10,20,10,6.8,6.499999999999992,0.15000009536743164
Peleg,249,10,20,10,7.499999999999989,0.0,0.004998445510864258
Carr,249,10,20,10,7.799999999999988,0.0,0.8814213275909424
Extensive,250,10,20,20,7.100000000000002,6.899999999999987,0.1679999828338623
Peleg,250,10,20,20,8.094049999999982,0.0,0.015002727508544922
Carr,250,10,20,20,9.482149999999997,0.0,9.374038219451904
Extensive,251,10,20,40,6.988150000000002,6.9710250000000435,0.5729999542236328
Peleg,251,10,20,40,8.147362500000042,0.0,0.03400111198425293
Carr,251,10,20,40,11.796025000000071,0.0,94.93192934989929
Extensive,252,10,20,5,3.1999999999999997,3.1999999999999997,0.029999971389770508
Peleg,252,10,20,5,3.2000000000000006,0.0,0.0019991397857666016
Carr,252,10,20,5,5.091200000000001,0.0,0.08251166343688965
Extensive,253,10,20,10,5.3,5.099999999999998,0.06800007820129395
Peleg,253,10,20,10,6.699999999999992,0.0,0.004000425338745117
Carr,253,10,20,10,6.237666666666664,0.0,0.3105792999267578
Extensive,254,10,20,20,6.094050000000001,5.89999999999999,0.09200000762939453
Peleg,254,10,20,20,6.522649999999997,0.0,0.00900721549987793
Carr,254,10,20,20,6.094049999999988,0.0,4.734497785568237
Extensive,255,10,20,40,7.231575000000003,7.231575000000003,1.1140000820159912
Peleg,255,10,20,40,7.231575000000037,0.0,0.04853081703186035
Carr,255,10,20,40,10.242087500000054,0.0,117.2728819847107
Extensive,256,10,20,5,1.8,1.7999999999999998,0.021999835968017578
Peleg,256,10,20,5,2.1999999999999997,0.0,0.0020067691802978516
Carr,256,10,20,5,3.691200000000001,0.0,0.053529977798461914
Extensive,257,10,20,10,6.0,5.999999999999994,0.06999993324279785
Peleg,257,10,20,10,7.499999999999989,0.0,0.00600743293762207
Carr,257,10,20,10,7.39999999999999,0.0,1.1449038982391357
Extensive,258,10,20,20,5.6583499999999995,5.626199999999996,0.12599992752075195
Peleg,258,10,20,20,5.658349999999995,0.0,0.00999903678894043
Carr,258,10,20,20,5.658349999999995,0.0,4.06942892074585
Extensive,259,10,20,40,7.325000000000004,7.050000000000015,0.37800002098083496
Peleg,259,10,20,40,7.350000000000037,0.0,0.04508471488952637
Carr,259,10,20,40,10.773662500000066,0.0,144.83245038986206
Extensive,260,10,20,5,4.0,3.800000000000001,0.03800010681152344
Peleg,260,10,20,5,6.000000000000003,0.0,0.0020012855529785156
Carr,260,10,20,5,5.891200000000003,0.0,0.12114238739013672
Extensive,261,10,20,10,6.1,5.854333333333328,0.14499998092651367
Peleg,261,10,20,10,6.399999999999993,0.0,0.0059964656829833984
Carr,261,10,20,10,7.599999999999989,0.0,0.7725043296813965
Extensive,262,10,20,20,6.538100000000001,6.299999999999987,0.0559999942779541
Peleg,262,10,20,20,7.699999999999981,0.0,0.010008096694946289
Carr,262,10,20,20,6.538099999999988,0.0,8.362256526947021
Extensive,263,10,20,40,7.490787500000004,7.490787500000004,0.5520000457763672
Peleg,263,10,20,40,7.9500000000000455,0.0,0.0410006046295166
Carr,263,10,20,40,9.935512500000065,0.0,116.43013763427734
Extensive,264,10,20,5,5.2,5.2,0.0409998893737793
Peleg,264,10,20,5,7.0000000000000036,0.0,0.0020012855529785156
Carr,264,10,20,5,7.091200000000004,0.0,0.14204716682434082
Extensive,265,10,20,10,6.7,6.3999999999999915,0.07400012016296387
Peleg,265,10,20,10,6.699999999999992,0.0,0.003997325897216797
Carr,265,10,20,10,8.399999999999986,0.0,0.5025169849395752
Extensive,266,10,20,20,6.400000000000001,6.400000000000001,0.22600007057189941
Peleg,266,10,20,20,6.949999999999983,0.0,0.011998891830444336
Carr,266,10,20,20,10.864300000000014,0.0,6.838594198226929
Extensive,267,10,20,40,7.490787500000003,7.490787500000003,0.6589999198913574
Peleg,267,10,20,40,7.900000000000045,0.0,0.05050539970397949
