,,,,,0,1,2
Peleg,404,10,5,40,6.358300000000023,0.0,0.01617121696472168
Carr,404,10,5,40,5.408300000000002,0.0,41.62997341156006
Extensive,405,10,5,5,7.6,7.6,0.042999982833862305
Peleg,405,10,5,5,15.948800000000002,0.0,0.0009996891021728516
Carr,405,10,5,5,8.400000000000002,0.0,0.061835289001464844
Extensive,406,10,5,10,8.399999999999999,8.399999999999999,0.021000146865844727
Peleg,406,10,5,10,8.771199999999988,0.0,0.001991748809814453
Carr,406,10,5,10,8.899999999999984,0.0,0.3247408866882324
Extensive,407,10,5,20,7.700000000000002,7.699999999999999,0.032000064849853516
Peleg,407,10,5,20,8.199999999999982,0.0,0.015630006790161133
Carr,407,10,5,20,7.699999999999981,0.0,2.71513032913208
Extensive,408,10,5,40,7.975000000000004,7.64165,0.032000064849853516
Peleg,408,10,5,40,14.262149999999986,0.0,0.033701419830322266
Carr,408,10,5,40,7.975000000000046,0.0,60.32155919075012
Extensive,409,10,5,5,7.2,7.2,0.01699995994567871
Peleg,409,10,5,5,21.929600000000004,0.0,0.0
Carr,409,10,5,5,7.200000000000004,0.0,0.09682250022888184
Extensive,410,10,5,10,7.199999999999999,6.923733333333334,0.026000022888183594
Peleg,410,10,5,10,7.499999999999989,0.0,0.004009246826171875
Carr,410,10,5,10,7.19999999999999,0.0,0.9134063720703125
Extensive,411,10,5,20,8.073622222222225,7.800000000000002,0.03299999237060547
Peleg,411,10,5,20,13.73504444444444,0.0,0.015671253204345703
Carr,411,10,5,20,8.073622222222204,0.0,3.432840347290039
Extensive,412,10,5,40,8.379150000000005,8.374999999999998,0.032000064849853516
Peleg,412,10,5,40,10.866399999999995,0.0,0.03959846496582031
Carr,412,10,5,40,8.379150000000053,0.0,37.36564826965332
Extensive,413,10,5,5,6.9936,6.9936,0.03099989891052246
Peleg,413,10,5,5,12.567999999999996,0.0,0.0
Carr,413,10,5,5,6.993600000000004,0.0,0.06975984573364258
Extensive,414,10,5,10,7.199999999999999,7.199999999999999,0.040000200271606445
Peleg,414,10,5,10,7.69493333333333,0.0,0.004000425338745117
Carr,414,10,5,10,7.19999999999999,0.0,0.4530794620513916
Extensive,415,10,5,20,7.800000000000002,7.800000000000002,0.026999950408935547
Peleg,415,10,5,20,13.890555555555562,0.0,0.018001794815063477
Carr,415,10,5,20,7.79999999999998,0.0,7.6152849197387695
Extensive,416,10,5,40,8.250000000000002,7.849999999999999,0.03399991989135742
Peleg,416,10,5,40,11.998316666666659,0.0,0.03194832801818848
Carr,416,10,5,40,8.25000000000005,0.0,42.11081075668335
Extensive,417,10,5,5,8.0,7.7344,0.031000137329101562
Peleg,417,10,5,5,9.987199999999994,0.0,0.0
Carr,417,10,5,5,8.400000000000002,0.0,0.07872486114501953
Extensive,418,10,5,10,7.999999999999999,7.694933333333333,0.040000200271606445
Peleg,418,10,5,10,9.94239999999999,0.0,0.002998828887939453
Carr,418,10,5,10,10.247466666666652,0.0,0.23087716102600098
Extensive,419,10,5,20,7.544488888888889,7.544488888888889,0.04699993133544922
Peleg,419,10,5,20,17.524022222222214,0.0,0.0
Carr,419,10,5,20,7.544488888888878,0.0,6.5556700229644775
Extensive,420,10,5,40,7.77776666666667,7.7777666666666665,0.03699994087219238
Peleg,420,10,5,40,16.299599999999984,0.0,0.0538790225982666
Carr,420,10,5,40,7.777766666666712,0.0,96.72341442108154
Extensive,421,10,10,5,5.8,5.522666666666667,0.04699993133544922
Peleg,421,10,10,5,6.000000000000003,0.0,0.0
Carr,421,10,10,5,7.290666666666669,0.0,0.15674281120300293
Extensive,422,10,10,10,6.617333333333334,6.3999999999999995,0.046000003814697266
Peleg,422,10,10,10,7.217333333333324,0.0,0.0
Carr,422,10,10,10,6.617333333333327,0.0,0.8856620788574219
Extensive,423,10,10,20,7.300000000000002,7.1531999999999965,0.07599997520446777
Peleg,423,10,10,20,7.856399999999983,0.0,0.015657424926757812
Carr,423,10,10,20,7.299999999999982,0.0,9.585383415222168
Extensive,424,10,10,40,6.081033333333334,5.8,0.08300018310546875
Peleg,424,10,10,40,7.009050000000009,0.0,0.04596757888793945
Carr,424,10,10,40,6.08103333333334,0.0,102.17452120780945
Extensive,425,10,10,5,3.1999999999999997,3.1999999999999997,0.031000137329101562
Peleg,425,10,10,5,3.2000000000000006,0.0,0.0
Carr,425,10,10,5,4.690666666666669,0.0,0.07979869842529297
Extensive,426,10,10,10,6.8999999999999995,6.658666666666667,0.04800009727478027
Peleg,426,10,10,10,7.799999999999988,0.0,0.0
Carr,426,10,10,10,6.8999999999999915,0.0,0.9543428421020508
Extensive,427,10,10,20,7.400000000000001,7.38546666666666,0.07499980926513672
Peleg,427,10,10,20,8.353199999999987,0.0,0.024207353591918945
Carr,427,10,10,20,7.399999999999982,0.0,13.77277159690857
Extensive,428,10,10,40,7.689716666666671,7.309575000000006,0.10600018501281738
Peleg,428,10,10,40,7.789716666666707,0.0,0.06804084777832031
Carr,428,10,10,40,8.51915000000005,0.0,248.29322862625122
Extensive,429,10,10,5,6.4,6.4,0.0690000057220459
Peleg,429,10,10,5,7.400000000000004,0.0,0.027992963790893555
Carr,429,10,10,5,7.89066666666667,0.0,0.09444379806518555
Extensive,430,10,10,10,6.6,6.599999999999999,0.07200002670288086
Peleg,430,10,10,10,6.699999999999992,0.0,0.006111860275268555
Carr,430,10,10,10,6.5999999999999925,0.0,1.0487074851989746
Extensive,431,10,10,20,7.3000000000000025,6.999999999999998,0.08800005912780762
Peleg,431,10,10,20,7.499999999999981,0.0,0.025649309158325195
Carr,431,10,10,20,7.649999999999981,0.0,17.280268907546997
Extensive,432,10,10,40,7.814716666666669,7.450000000000023,0.19700002670288086
Peleg,432,10,10,40,9.016316666666716,0.0,0.06251668930053711
Carr,432,10,10,40,9.17358333333339,0.0,174.84646034240723
Extensive,433,10,10,5,5.6,5.4,0.04900002479553223
Peleg,433,10,10,5,7.600000000000004,0.0,0.0
Carr,433,10,10,5,5.600000000000002,0.0,0.15603089332580566
Extensive,434,10,10,10,6.999999999999999,6.682666666666666,0.09400010108947754
Peleg,434,10,10,10,8.051999999999996,0.0,0.006999969482421875
Carr,434,10,10,10,8.099999999999987,0.0,0.9447448253631592
Extensive,435,10,10,20,7.100000000000001,6.899999999999997,0.08800005912780762
Peleg,435,10,10,20,7.649999999999981,0.0,0.015654802322387695
Carr,435,10,10,20,7.099999999999983,0.0,17.519179105758667
Extensive,436,10,10,40,7.550000000000004,7.252925000000012,0.1940000057220459
Peleg,436,10,10,40,8.023583333333372,0.0,0.07703542709350586
Carr,436,10,10,40,9.198583333333387,0.0,161.37563705444336
Extensive,437,10,10,5,6.6,6.6,0.0559999942779541
Peleg,437,10,10,5,7.600000000000004,0.0,0.003008127212524414
Carr,437,10,10,5,7.600000000000004,0.0,0.13683795928955078
Extensive,438,10,10,10,6.7346666666666675,6.450666666666667,0.07800006866455078
Peleg,438,10,10,10,7.799999999999988,0.0,0.0
Carr,438,10,10,10,10.234666666666651,0.0,0.8016581535339355
Extensive,439,10,10,20,6.7596,6.7596,0.07800006866455078
Peleg,439,10,10,20,8.299999999999983,0.0,0.0
Carr,439,10,10,20,6.759599999999988,0.0,8.371976137161255
Extensive,440,10,10,40,6.579433333333338,6.282358333333351,0.09500002861022949
Peleg,440,10,10,40,6.633866666666693,0.0,0.06507039070129395
Carr,440,10,10,40,8.663300000000037,0.0,145.12545228004456
Extensive,441,10,10,5,6.000000000000001,6.000000000000001,0.04699993133544922
Peleg,441,10,10,5,10.562666666666669,0.0,0.01572108268737793
Carr,441,10,10,5,7.0000000000000036,0.0,0.19212627410888672
Extensive,442,10,10,10,6.7,6.699999999999999,0.06200003623962402
Peleg,442,10,10,10,7.68666666666666,0.0,0.005007743835449219
Carr,442,10,10,10,6.699999999999992,0.0,0.5358273983001709
Extensive,443,10,10,20,7.659600000000001,7.362800000000009,0.1100001335144043
Peleg,443,10,10,20,8.578799999999996,0.0,0.01668071746826172
Carr,443,10,10,20,9.709600000000004,0.0,7.8683929443359375
Extensive,444,10,10,40,7.88971666666667,7.529433333333353,0.17199993133544922
Peleg,444,10,10,40,7.779433333333374,0.0,0.06838774681091309
Carr,444,10,10,40,10.726600000000062,0.0,156.05655241012573
Extensive,445,10,10,5,4.581333333333333,4.400000000000001,0.03900003433227539
Peleg,445,10,10,5,4.581333333333334,0.0,0.0
Carr,445,10,10,5,4.581333333333334,0.0,0.0786888599395752
Extensive,446,10,10,10,6.3999999999999995,6.2,0.05800008773803711
Peleg,446,10,10,10,7.29999999999999,0.0,0.0
Carr,446,10,10,10,7.799999999999988,0.0,1.149953842163086
Extensive,447,10,10,20,6.653200000000001,6.653200000000001,0.06800007820129395
Peleg,447,10,10,20,6.7415999999999965,0.0,0.011040210723876953
Carr,447,10,10,20,6.653199999999986,0.0,5.520056486129761
Extensive,448,10,10,40,7.600000000000004,7.399999999999999,0.10500001907348633
Peleg,448,10,10,40,8.932450000000054,0.0,0.08056402206420898
Carr,448,10,10,40,8.733866666666719,0.0,221.84674549102783
Extensive,449,10,10,5,5.6,5.490666666666667,0.042999982833862305
Peleg,449,10,10,5,6.400000000000003,0.0,0.0017054080963134766
Carr,449,10,10,5,5.600000000000002,0.0,0.11270904541015625
Extensive,450,10,10,10,5.999999999999999,5.999999999999999,0.07800006866455078
Peleg,450,10,10,10,6.5999999999999925,0.0,0.0
Carr,450,10,10,10,6.699999999999992,0.0,2.0539138317108154
Extensive,451,10,10,20,6.1659999999999995,5.899999999999998,0.06200003623962402
Peleg,451,10,10,20,8.599999999999987,0.0,0.016433238983154297
Carr,451,10,10,20,6.165999999999993,0.0,3.958400249481201
Extensive,452,10,10,40,7.564716666666671,7.200000000000024,0.12600016593933105
Peleg,452,10,10,40,8.339900000000029,0.0,0.04727888107299805
Carr,452,10,10,40,10.017733333333391,0.0,135.15163111686707
Extensive,453,10,10,5,4.581333333333333,4.445333333333335,0.04200005531311035
Peleg,453,10,10,5,5.200000000000002,0.0,0.0013909339904785156
Carr,453,10,10,5,6.072000000000001,0.0,0.09946084022521973
Extensive,454,10,10,10,6.799999999999999,6.499999999999999,0.0409998893737793
Peleg,454,10,10,10,7.999999999999988,0.0,0.0
Carr,454,10,10,10,6.799999999999992,0.0,1.0378687381744385
Extensive,455,10,10,20,6.950000000000002,6.649999999999993,0.09300017356872559
Peleg,455,10,10,20,7.349999999999982,0.0,0.021572589874267578
Carr,455,10,10,20,7.4499999999999815,0.0,17.332037687301636
Extensive,456,10,10,40,7.400000000000004,7.1250000000000195,0.1529998779296875
Peleg,456,10,10,40,7.789716666666711,0.0,0.06746363639831543
Carr,456,10,10,40,8.15443333333338,0.0,233.71842503547668
Extensive,457,10,10,5,6.999999999999999,6.800000000000001,0.0839998722076416
Peleg,457,10,10,5,7.800000000000004,0.0,0.002999544143676758
Carr,457,10,10,5,9.890666666666663,0.0,0.10067534446716309
Extensive,458,10,10,10,6.4,6.4,0.016000032424926758
Peleg,458,10,10,10,8.017333333333323,0.0,0.0
Carr,458,10,10,10,6.399999999999993,0.0,0.7736575603485107
Extensive,459,10,10,20,6.850000000000001,6.85,0.05900001525878906
Peleg,459,10,10,20,7.328799999999992,0.0,0.015607833862304688
Carr,459,10,10,20,6.849999999999984,0.0,8.44283938407898
Extensive,460,10,10,40,4.867733333333335,4.6383,0.10299992561340332
Peleg,460,10,10,40,4.8677333333333355,0.0,0.03137063980102539
Carr,460,10,10,40,4.8677333333333355,0.0,60.82942247390747
Extensive,461,10,10,5,6.0,5.800000000000002,0.046000003814697266
Peleg,461,10,10,5,7.0000000000000036,0.0,0.0
Carr,461,10,10,5,7.600000000000004,0.0,0.14921283721923828
Extensive,462,10,10,10,6.117333333333333,5.950666666666667,0.0709998607635498
Peleg,462,10,10,10,6.117333333333331,0.0,0.005007505416870117
Carr,462,10,10,10,6.117333333333331,0.0,0.8291301727294922
Extensive,463,10,10,20,5.8032,5.699999999999998,0.08100008964538574
Peleg,463,10,10,20,6.928799999999994,0.0,0.011995553970336914
Carr,463,10,10,20,5.803199999999989,0.0,7.749758243560791
Extensive,464,10,10,40,7.5000000000000036,7.1419333333333475,0.15900015830993652
Peleg,464,10,10,40,7.6000000000000405,0.0,0.06412529945373535
Carr,464,10,10,40,7.800000000000043,0.0,213.48719215393066
Extensive,465,10,10,5,5.0,5.0,0.04799985885620117
Peleg,465,10,10,5,5.000000000000002,0.0,0.0
Carr,465,10,10,5,5.000000000000002,0.0,0.1591782569885254
Extensive,466,10,10,10,5.8,5.799999999999998,0.056999921798706055
Peleg,466,10,10,10,6.5999999999999925,0.0,0.00600743293762207
Carr,466,10,10,10,5.799999999999995,0.0,0.93672776222229
Extensive,467,10,10,20,6.950000000000001,6.674999999999999,0.09299993515014648
Peleg,467,10,10,20,7.89999999999998,0.0,0.03152036666870117
Carr,467,10,10,20,6.949999999999983,0.0,12.783114910125732
Extensive,468,10,10,40,7.398583333333336,7.096366666666685,0.16499996185302734
Peleg,468,10,10,40,8.636883333333376,0.0,0.06250572204589844
Carr,468,10,10,40,7.398583333333364,0.0,91.06682777404785
Extensive,469,10,10,5,6.799999999999999,6.600000000000002,0.04499983787536621
Peleg,469,10,10,5,7.400000000000004,0.0,0.0
Carr,469,10,10,5,7.800000000000004,0.0,0.12388849258422852
Extensive,470,10,10,10,7.199999999999998,6.8999999999999995,0.07200002670288086
Peleg,470,10,10,10,7.29999999999999,0.0,0.0
Carr,470,10,10,10,8.499999999999986,0.0,0.4851245880126953
Extensive,471,10,10,20,7.550000000000002,7.303199999999989,0.1380000114440918
Peleg,471,10,10,20,8.199999999999982,0.0,0.015521526336669922
Carr,471,10,10,20,9.90960000000001,0.0,6.756270170211792
Extensive,472,10,10,40,7.3750000000000036,7.0949500000000265,0.25500011444091797
Peleg,472,10,10,40,9.100183333333373,0.0,0.05500292778015137
Carr,472,10,10,40,9.438300000000066,0.0,125.66382360458374
Extensive,473,10,10,5,6.0,5.709333333333335,0.03699994087219238
Peleg,473,10,10,5,7.0000000000000036,0.0,0.015627622604370117
Carr,473,10,10,5,7.400000000000004,0.0,0.16762971878051758
Extensive,474,10,10,10,6.317333333333333,6.068,0.0410001277923584
Peleg,474,10,10,10,6.8999999999999915,0.0,0.0
Carr,474,10,10,10,8.817333333333321,0.0,0.6703243255615234
Extensive,475,10,10,20,7.903200000000002,7.550799999999992,0.09200000762939453
Peleg,475,10,10,20,8.003199999999982,0.0,0.015518903732299805
Carr,475,10,10,20,9.506400000000005,0.0,4.718817234039307
Extensive,476,10,10,40,6.416316666666667,6.413300000000026,0.13300013542175293
Peleg,476,10,10,40,7.236883333333365,0.0,0.04727435111999512
Carr,476,10,10,40,6.416316666666685,0.0,99.90149664878845
Extensive,477,10,10,5,7.199999999999999,7.0000000000000036,0.08300018310546875
Peleg,477,10,10,5,7.581333333333335,0.0,0.004010438919067383
Carr,477,10,10,5,7.200000000000004,0.0,0.12600493431091309
Extensive,478,10,10,10,7.2,7.033333333333333,0.051000118255615234
Peleg,478,10,10,10,7.499999999999989,0.0,0.0
Carr,478,10,10,10,8.917333333333321,0.0,0.8244781494140625
Extensive,479,10,10,20,6.900000000000001,6.799999999999991,0.0969998836517334
Peleg,479,10,10,20,8.059599999999984,0.0,0.035419464111328125
Carr,479,10,10,20,7.653199999999982,0.0,13.911511182785034
Extensive,480,10,10,40,7.69716666666667,7.5217208333333545,0.10899996757507324
Peleg,480,10,10,40,8.729433333333388,0.0,0.031148195266723633
Carr,480,10,10,40,7.697166666666699,0.0,88.72863054275513
Extensive,481,10,15,5,4.800000000000001,4.600000000000001,0.048999786376953125
Peleg,481,10,15,5,6.400000000000003,0.0,0.003393888473510742
Carr,481,10,15,5,4.800000000000002,0.0,0.16313600540161133
Extensive,482,10,15,10,4.301333333333333,4.101333333333334,0.045999765396118164
Peleg,482,10,15,10,4.301333333333333,0.0,0.01814579963684082
Carr,482,10,15,10,4.301333333333333,0.0,0.8461370468139648
Extensive,483,10,15,20,6.894555555555557,6.599999999999991,0.15200018882751465
Peleg,483,10,15,20,7.149999999999983,0.0,0.05125308036804199
Carr,483,10,15,20,7.944555555555535,0.0,26.351619243621826
Extensive,484,10,15,40,7.3764333333333365,7.085000000000039,0.40600013732910156
Peleg,484,10,15,40,7.584288888888922,0.0,0.06250262260437012
Carr,484,10,15,40,9.310722222222271,0.0,235.31112122535706
Extensive,485,10,15,5,2.4040888888888894,2.404088888888889,0.042999982833862305
Peleg,485,10,15,5,2.4040888888888894,0.0,0.003897428512573242
Carr,485,10,15,5,4.208177777777778,0.0,0.09409928321838379
Extensive,486,10,15,10,6.0,5.700000000000001,0.20799994468688965
Peleg,486,10,15,10,6.299999999999994,0.0,0.024182796478271484
Carr,486,10,15,10,6.499999999999993,0.0,3.247349977493286
Extensive,487,10,15,20,6.750000000000002,6.54999999999999,0.11399984359741211
Peleg,487,10,15,20,7.399999999999982,0.0,0.05195450782775879
Carr,487,10,15,20,6.749999999999984,0.0,26.83562731742859
Extensive,488,10,15,40,7.434288888888893,7.1935777777778185,0.6610000133514404
Peleg,488,10,15,40,7.879300000000031,0.0,0.04697299003601074
Carr,488,10,15,40,9.327866666666717,0.0,197.5591015815735
Extensive,489,10,15,5,3.6000000000000005,3.6000000000000005,0.06400012969970703
Peleg,489,10,15,5,4.400000000000001,0.0,0.0020008087158203125
Carr,489,10,15,5,5.404088888888892,0.0,0.11337018013000488
Extensive,490,10,15,10,6.3999999999999995,6.174999999999995,0.1100001335144043
Peleg,490,10,15,10,7.19999999999999,0.0,0.015650033950805664
Carr,490,10,15,10,7.799999999999988,0.0,1.969541072845459
Extensive,491,10,15,20,6.850000000000002,6.6108888888888755,0.30500006675720215
Peleg,491,10,15,20,7.399999999999982,0.0,0.03164792060852051
Carr,491,10,15,20,8.989111111111107,0.0,16.555299043655396
Extensive,492,10,15,40,7.3764333333333365,7.107166666666706,0.5939998626708984
Peleg,492,10,15,40,8.175000000000049,0.0,0.05451178550720215
Carr,492,10,15,40,11.657166666666738,0.0,161.64323115348816
Extensive,493,10,15,5,5.4,5.4,0.07200002670288086
Peleg,493,10,15,5,5.8000000000000025,0.0,0.006083965301513672
Carr,493,10,15,5,7.204088888888891,0.0,0.21884989738464355
Extensive,494,10,15,10,6.099999999999999,5.84999999999999,0.0989999771118164
Peleg,494,10,15,10,7.635111111111102,0.0,0.0
Carr,494,10,15,10,6.099999999999994,0.0,1.1265826225280762
Extensive,495,10,15,20,6.600000000000002,6.41058333333332,0.23199987411499023
Peleg,495,10,15,20,7.049999999999983,0.0,0.04686307907104492
Carr,495,10,15,20,7.844555555555537,0.0,26.33651089668274
Extensive,496,10,15,40,6.475744444444444,6.175000000000003,0.3020000457763672
Peleg,496,10,15,40,6.475744444444455,0.0,0.041146278381347656
Carr,496,10,15,40,6.47574444444445,0.0,131.15615344047546
Extensive,497,10,15,5,5.6000000000000005,5.6000000000000005,0.04699993133544922
Peleg,497,10,15,5,6.400000000000003,0.0,0.015616893768310547
Carr,497,10,15,5,7.200000000000004,0.0,0.17799639701843262
Extensive,498,10,15,10,6.6,6.299999999999994,0.13000011444091797
Peleg,498,10,15,10,7.333777777777768,0.0,0.019455909729003906
Carr,498,10,15,10,8.633777777777764,0.0,1.5226633548736572
Extensive,499,10,15,20,7.0500000000000025,6.849999999999988,0.19499993324279785
Peleg,499,10,15,20,7.79999999999998,0.0,0.03072524070739746
Carr,499,10,15,20,7.84999999999998,0.0,18.652328729629517
Extensive,500,10,15,40,7.284288888888893,6.972877777777832,0.6029999256134033
Peleg,500,10,15,40,7.918577777777813,0.0,0.04920196533203125
Carr,500,10,15,40,11.707166666666739,0.0,143.94319367408752
Extensive,501,10,15,5,5.4,5.200000000000002,0.0559999942779541
Peleg,501,10,15,5,6.400000000000003,0.0,0.003000497817993164
Carr,501,10,15,5,5.400000000000002,0.0,0.10077166557312012
Extensive,502,10,15,10,6.099999999999999,5.7999999999999945,0.10000014305114746
Peleg,502,10,15,10,6.699999999999992,0.0,0.0111083984375
Carr,502,10,15,10,7.19999999999999,0.0,1.8447930812835693
Extensive,503,10,15,20,7.0500000000000025,6.8209166666666485,0.25999999046325684
Peleg,503,10,15,20,7.699999999999981,0.0,0.02156805992126465
Carr,503,10,15,20,8.889111111111106,0.0,19.469130516052246
Extensive,504,10,15,40,7.350000000000003,7.159288888888922,0.5490000247955322
Peleg,504,10,15,40,7.617144444444482,0.0,0.11094260215759277
Carr,504,10,15,40,9.704300000000053,0.0,309.76793336868286
Extensive,505,10,15,5,4.4,4.4,0.06299996376037598
Peleg,505,10,15,5,5.8000000000000025,0.0,0.0
Carr,505,10,15,5,4.400000000000001,0.0,0.1717362403869629
Extensive,506,10,15,10,5.3,5.066222222222221,0.08699989318847656
Peleg,506,10,15,10,5.667555555555554,0.0,0.015249490737915039
Carr,506,10,15,10,5.299999999999997,0.0,0.45821595191955566
Extensive,507,10,15,20,7.094555555555557,6.849999999999985,0.14699983596801758
Peleg,507,10,15,20,7.149999999999983,0.0,0.0284116268157959
Carr,507,10,15,20,7.09455555555554,0.0,6.659772872924805
Extensive,508,10,15,40,7.5000000000000036,7.5000000000000036,0.48600006103515625
Peleg,508,10,15,40,7.551433333333376,0.0,0.06289243698120117
Carr,508,10,15,40,10.41358888888895,0.0,268.3012671470642
Extensive,509,10,15,5,6.000000000000001,5.733333333333333,0.06399989128112793
Peleg,509,10,15,5,6.800000000000003,0.0,0.0
Carr,509,10,15,5,10.204088888888885,0.0,0.09518003463745117
Extensive,510,10,15,10,6.3999999999999995,6.124999999999995,0.11500000953674316
Peleg,510,10,15,10,7.39999999999999,0.0,0.0
Carr,510,10,15,10,7.39999999999999,0.0,2.101351261138916
Extensive,511,10,15,20,7.000000000000001,6.74999999999999,0.17299985885620117
Peleg,511,10,15,20,7.5391111111110956,0.0,0.043257951736450195
Carr,511,10,15,20,10.372777777777781,0.0,18.100687503814697
Extensive,512,10,15,40,7.259288888888893,7.259288888888893,0.4030001163482666
Peleg,512,10,15,40,7.6000000000000405,0.0,0.06116604804992676
Carr,512,10,15,40,9.152866666666721,0.0,250.4064109325409
Extensive,513,10,15,5,5.8,5.8,0.05200004577636719
Peleg,513,10,15,5,7.400000000000004,0.0,0.011005640029907227
Carr,513,10,15,5,7.604088888888892,0.0,0.15158486366271973
Extensive,514,10,15,10,6.733777777777778,6.5999999999999925,0.11500000953674316
Peleg,514,10,15,10,7.699999999999989,0.0,0.021637439727783203
Carr,514,10,15,10,8.399999999999986,0.0,0.9125833511352539
Extensive,515,10,15,20,6.900000000000003,6.644555555555542,0.25099992752075195
Peleg,515,10,15,20,7.049999999999983,0.0,0.020882606506347656
Carr,515,10,15,20,7.84999999999998,0.0,18.755367279052734
Extensive,516,10,15,40,6.959288888888892,6.693577777777812,0.3539998531341553
Peleg,516,10,15,40,7.450000000000038,0.0,0.09703540802001953
Carr,516,10,15,40,8.87786666666671,0.0,366.9011158943176
Extensive,517,10,15,5,5.0,5.0,0.07400012016296387
Peleg,517,10,15,5,5.600000000000002,0.0,0.002999544143676758
Carr,517,10,15,5,9.004088888888889,0.0,0.12889814376831055
Extensive,518,10,15,10,6.300000000000001,6.199999999999994,0.11100006103515625
Peleg,518,10,15,10,7.19999999999999,0.0,0.00858449935913086
Carr,518,10,15,10,7.599999999999989,0.0,2.10418701171875
Extensive,519,10,15,20,6.850000000000001,6.747277777777764,0.18000006675720215
Peleg,519,10,15,20,7.7499999999999805,0.0,0.018123388290405273
Carr,519,10,15,20,9.489111111111113,0.0,10.353922843933105
Extensive,520,10,15,40,7.434288888888892,7.434288888888891,0.6499998569488525
Peleg,520,10,15,40,7.975000000000046,0.0,0.07855892181396484
Carr,520,10,15,40,10.129300000000056,0.0,203.03845071792603
Extensive,521,10,15,5,5.200000000000001,5.000000000000002,0.07800006866455078
Peleg,521,10,15,5,5.200000000000002,0.0,0.0
Carr,521,10,15,5,7.004088888888891,0.0,0.1712327003479004
Extensive,522,10,15,10,7.233777777777778,6.99999999999999,0.1419999599456787
Peleg,522,10,15,10,7.799999999999988,0.0,0.015619277954101562
Carr,522,10,15,10,8.499999999999986,0.0,0.8747873306274414
Extensive,523,10,15,20,7.150000000000002,6.822277777777764,0.24899983406066895
Peleg,523,10,15,20,7.4945555555555385,0.0,0.02201390266418457
Carr,523,10,15,20,8.494555555555543,0.0,18.28074049949646
Extensive,524,10,15,40,7.54787777777778,7.287155555555604,0.4049999713897705
Peleg,524,10,15,40,7.9107222222222715,0.0,0.04024767875671387
Carr,524,10,15,40,12.21645555555563,0.0,168.06801199913025
Extensive,525,10,15,5,4.6,4.500000000000003,0.05099987983703613
Peleg,525,10,15,5,6.800000000000003,0.0,0.0
Carr,525,10,15,5,6.200000000000003,0.0,0.28940391540527344
Extensive,526,10,15,10,6.099999999999999,5.949999999999995,0.07700014114379883
Peleg,526,10,15,10,6.5675555555555505,0.0,0.01569819450378418
Carr,526,10,15,10,9.333777777777764,0.0,0.866708517074585
Extensive,527,10,15,20,7.178222222222222,6.849999999999993,0.2389998435974121
Peleg,527,10,15,20,7.694555555555538,0.0,0.015111923217773438
Carr,527,10,15,20,10.328222222222225,0.0,11.819159269332886
Extensive,528,10,15,40,7.137155555555557,6.988588888888943,0.5
Peleg,528,10,15,40,7.7114666666666745,0.0,0.05232501029968262
Carr,528,10,15,40,10.354300000000066,0.0,162.84717988967896
Extensive,529,10,15,5,3.204088888888889,3.204088888888889,0.04999995231628418
Peleg,529,10,15,5,3.2040888888888897,0.0,0.002000093460083008
Carr,529,10,15,5,6.404088888888892,0.0,0.05155229568481445
Extensive,530,10,15,10,5.499999999999999,5.299999999999998,0.07899999618530273
Peleg,530,10,15,10,7.599999999999989,0.0,0.024549007415771484
Carr,530,10,15,10,5.4999999999999964,0.0,1.644575834274292
Extensive,531,10,15,20,6.350000000000001,6.067333333333354,0.18400001525878906
Peleg,531,10,15,20,7.699999999999981,0.0,0.015116691589355469
Carr,531,10,15,20,6.349999999999985,0.0,16.95410394668579
Extensive,532,10,15,40,7.325000000000005,7.0014333333333685,0.47699999809265137
Peleg,532,10,15,40,7.775000000000043,0.0,0.06349778175354004
Carr,532,10,15,40,8.910722222222283,0.0,340.20897340774536
Extensive,533,10,15,5,3.6000000000000005,3.6000000000000005,0.04900002479553223
Peleg,533,10,15,5,3.800000000000001,0.0,0.0019919872283935547
Carr,533,10,15,5,5.404088888888892,0.0,0.11427545547485352
Extensive,534,10,15,10,6.6,6.333777777777764,0.16199994087219238
Peleg,534,10,15,10,9.001333333333323,0.0,0.0
Carr,534,10,15,10,8.699999999999985,0.0,0.6488890647888184
Extensive,535,10,15,20,6.917333333333334,6.672777777777778,0.1960000991821289
Peleg,535,10,15,20,6.972777777777767,0.0,0.01793074607849121
Carr,535,10,15,20,10.822777777777796,0.0,10.739176273345947
Extensive,536,10,15,40,7.592144444444449,7.577866666666713,0.6419999599456787
Peleg,536,10,15,40,7.900000000000045,0.0,0.0653231143951416
Carr,536,10,15,40,10.655733333333393,0.0,229.01424598693848
Extensive,537,10,15,5,5.3999999999999995,5.2,0.07899999618530273
Peleg,537,10,15,5,6.200000000000003,0.0,0.012585163116455078
Carr,537,10,15,5,7.200000000000004,0.0,0.1888117790222168
Extensive,538,10,15,10,6.6,6.499999999999996,0.10699987411499023
Peleg,538,10,15,10,7.433777777777767,0.0,0.008584976196289062
Carr,538,10,15,10,7.999999999999988,0.0,1.8548719882965088
Extensive,539,10,15,20,7.239111111111111,7.069111111111105,0.25100016593933105
Peleg,539,10,15,20,7.439111111111096,0.0,0.01811504364013672
Carr,539,10,15,20,10.033666666666678,0.0,10.520406723022461
Extensive,540,10,15,40,7.495011111111113,7.2028666666667185,0.5130000114440918
Peleg,540,10,15,40,8.26714444444449,0.0,0.03809666633605957
